time,epoch,loss,accuracy,precision,recall,auc,mcc_05,mcc_09,mcc_099
01:53:29,19,0.28468994055315855,0.90621877,0.893599,0.92225,0.9665914,0.8128554,0.6673215,0.37018144
01:59:08,20,0.27880822475627065,0.9069375,0.89633554,0.9203125,0.9682538,0.8141663,0.67393196,0.3875102
02:04:48,21,0.2804422470405698,0.908125,0.8946573,0.9251875,0.9677298,0.8167257,0.6666956,0.3668596
02:10:27,22,0.27637755732238295,0.911,0.90073127,0.9238125,0.9688907,0.82227004,0.6816135,0.3619835
02:16:07,23,0.27193733470886944,0.91221875,0.9018461,0.925125,0.9702075,0.8247123,0.67995167,0.39551643
02:21:47,24,0.27576190581545235,0.912,0.90048605,0.926375,0.96931267,0.82434076,0.68353444,0.35845247
02:27:26,25,0.27238647088781,0.91253126,0.90333027,0.9239375,0.9705282,0.82527727,0.68884134,0.39014086
02:33:06,26,0.27014929949119687,0.91375,0.9036585,0.92625,0.97119147,0.8277587,0.6910962,0.39511344
02:38:45,27,0.2693420772254467,0.91471875,0.90477645,0.927,0.97154367,0.82968783,0.69788885,0.3917511
02:44:28,28,0.2673939815722406,0.91484374,0.9041096,0.928125,0.9718309,0.8299804,0.7034385,0.36832076
02:50:11,29,0.2683732422236353,0.9145625,0.90190256,0.9303125,0.9716481,0.8295367,0.6970095,0.3830589
02:55:55,30,0.25937144793570044,0.9196563,0.90884733,0.932875,0.9739282,0.839606,0.70978606,0.39716098
03:01:38,31,0.26344858671724797,0.9168438,0.90551466,0.9308125,0.9730187,0.8340131,0.69994193,0.40683496
03:07:21,32,0.26210093263909223,0.91946876,0.9055042,0.9366875,0.9727377,0.8394354,0.6941834,0.37298983
03:13:05,33,0.2604839878231287,0.9191875,0.90826637,0.9325625,0.9735119,0.8386751,0.6989664,0.3880653
03:18:48,34,0.2583987942934036,0.9196563,0.908698,0.9330625,0.9742122,0.8396144,0.7077262,0.4031096
03:24:32,35,0.22770564042031766,0.9307188,0.9169843,0.9471875,0.98062897,0.86190516,0.73612684,0.42110586
03:30:16,36,0.22135134102404116,0.93540627,0.9239851,0.948875,0.9816355,0.8711287,0.75430286,0.4353369
03:35:59,37,0.21551463638059795,0.9365,0.9246109,0.9505,0.9826298,0.8733424,0.7644835,0.45005244
03:41:42,38,0.2080277427751571,0.9384375,0.9258225,0.95325,0.9840319,0.87726,0.7719214,0.46208978
03:47:25,39,0.20551680007763207,0.93903124,0.9265804,0.953625,0.9843952,0.87843674,0.7725388,0.46873847
03:53:09,40,0.20457744926959276,0.9391875,0.9257756,0.9549375,0.98435533,0.8788111,0.77322173,0.46433088
03:58:53,41,0.20166540613397957,0.9409375,0.92835456,0.955625,0.9848644,0.88225573,0.7751992,0.4688372
04:04:37,42,0.1974691331423819,0.94171876,0.9286191,0.957,0.9855426,0.8838504,0.7757753,0.48076773
04:10:20,43,0.19917453899607063,0.940625,0.9270657,0.9565,0.9850866,0.88169456,0.77628046,0.49448666
04:16:04,44,0.19403326937556267,0.9444375,0.93170226,0.9591875,0.9858904,0.889262,0.78785527,0.47853673
04:21:48,45,0.19325213863141835,0.94303125,0.92989266,0.9583125,0.9858242,0.8864766,0.7837227,0.47116122
04:27:32,46,0.19420404639095068,0.94375,0.93077296,0.9588125,0.985882,0.887903,0.785089,0.48532796
04:33:15,47,0.19027062640711664,0.94446874,0.93086946,0.96025,0.98617923,0.88938063,0.7862148,0.4898952
04:38:59,48,0.1879421476572752,0.9464375,0.9355488,0.9589375,0.98676044,0.89315414,0.79363227,0.48268864
04:44:43,49,0.1846731839310378,0.94775,0.9351312,0.96225,0.987099,0.8958768,0.798077,0.4876301
04:50:27,50,0.18359598468244076,0.94746876,0.9359435,0.9606875,0.9874932,0.89525044,0.7968526,0.49943116
04:56:10,51,0.18168934405595064,0.94725,0.933697,0.962875,0.9874289,0.89493704,0.7950723,0.49969834
05:01:54,52,0.18005038138106466,0.9470937,0.93462545,0.9614375,0.98790485,0.8945557,0.7987059,0.5142518
05:07:38,53,0.17886905072256923,0.9485625,0.9353919,0.9636875,0.98788583,0.89753574,0.7996882,0.5059757
05:13:22,54,0.17767571357823908,0.94865626,0.93656874,0.9625,0.98810756,0.8976566,0.8000322,0.48331288
05:19:05,55,0.17756613764725626,0.9487187,0.9366296,0.9625625,0.9879929,0.89778167,0.8087533,0.50255245
05:24:48,56,0.17548706831783056,0.95096874,0.93892574,0.9646875,0.98841953,0.90227723,0.80901,0.5096314
05:30:32,57,0.1727484449148178,0.95171875,0.9390681,0.966125,0.9890088,0.90381277,0.809038,0.51032925
05:36:15,58,0.1721471762638539,0.95171875,0.9397627,0.9653125,0.9889637,0.9037716,0.81627864,0.51407707
05:41:59,59,0.17181104873679579,0.95096874,0.9380198,0.96575,0.9889362,0.9023319,0.81400454,0.5235187
05:47:47,60,0.17267449948564173,0.950875,0.9380617,0.9655,0.9890068,0.902136,0.80956775,0.5148771
05:53:32,61,0.17148277326487005,0.9519375,0.9388275,0.966875,0.9889716,0.90427864,0.81051606,0.5225523
05:59:21,62,0.17197083784267306,0.95265627,0.9402468,0.96675,0.98877025,0.9056723,0.8125524,0.5237937
06:05:06,63,0.17010784070193768,0.9524375,0.93883365,0.9679375,0.98928005,0.9053101,0.8087165,0.5154481
06:10:51,64,0.16762754764780402,0.9519375,0.9395745,0.966,0.9896339,0.9042327,0.81770927,0.5244217
06:16:36,65,0.16991137650981544,0.95184374,0.9383375,0.96725,0.9892774,0.9041168,0.8107873,0.5227525
06:22:21,66,0.17062950089015066,0.95225,0.93817365,0.9683125,0.98894334,0.90496707,0.8130102,0.5186853
06:28:05,67,0.1710626868866384,0.95203125,0.9396389,0.966125,0.989033,0.90442187,0.81156945,0.519532
06:33:49,68,0.1707586007770151,0.9518125,0.93929267,0.9660625,0.9895003,0.9039922,0.8096184,0.52142817
06:39:35,69,0.16969623928703367,0.952,0.9393148,0.9664375,0.989344,0.90437704,0.8103983,0.5169448
06:45:20,70,0.17269221616350114,0.951,0.93807673,0.96575,0.9888753,0.9023927,0.8086633,0.5168735
06:51:04,71,0.16950809040106832,0.9525625,0.9405573,0.9661875,0.9892606,0.90546125,0.8110316,0.5198901
06:56:49,72,0.17125723946839572,0.9516875,0.9392779,0.9658125,0.9889775,0.9037357,0.8128342,0.5260399
07:02:34,73,0.17009046605601907,0.9505,0.93753797,0.9653125,0.9894266,0.9013956,0.810763,0.52009714
07:08:19,74,0.1705410382822156,0.952125,0.9397568,0.9661875,0.98913276,0.90460783,0.81124365,0.522345
07:14:04,75,0.16683026410639287,0.953375,0.94011647,0.9684375,0.9898983,0.9071617,0.8116887,0.5226731
07:19:48,76,0.17192360325343906,0.952125,0.9391162,0.9669375,0.98878497,0.90464705,0.81147444,0.5220917
07:25:33,77,0.16603524632193148,0.95325,0.939835,0.9685,0.98985845,0.9069219,0.81465167,0.52081406
07:31:18,78,0.17083671496808528,0.95084375,0.93795156,0.9655625,0.9892301,0.90207845,0.81356305,0.52506435
07:37:02,79,0.16682026708871125,0.953625,0.9403592,0.9686875,0.98970455,0.907662,0.8114343,0.52138585
07:42:45,80,0.1706316992882639,0.9515625,0.9388363,0.9660625,0.98914057,0.903505,0.8140044,0.5242047
07:48:29,81,0.1675392525549978,0.95246875,0.93937004,0.967375,0.9894682,0.9053399,0.81478524,0.52008504
07:54:13,82,0.17089876938425005,0.9516875,0.93981254,0.9651875,0.9891956,0.90370446,0.81013393,0.5243131
07:59:56,83,0.16861097795888783,0.9536875,0.94074076,0.968375,0.9895077,0.90776676,0.8129097,0.52449065
