time,epoch,loss,accuracy,precision,recall,auc,mcc_05,mcc_09,mcc_099
00:07:42,0,0.3104682675227523,0.9089062,0.22222222,0.0006872852,0.6419668,0.007658667,0.0,0.0
00:15:28,1,0.2778136282004416,0.90865624,0.5151515,0.0058139535,0.7640069,0.047253817,0.0,0.0
00:23:10,2,0.245370876615867,0.9121562,0.57968473,0.11405927,0.8380009,0.22952442,0.0,0.0
00:30:35,3,0.2349101818613708,0.91475,0.5989011,0.18741404,0.8574808,0.30238646,0.0,0.0
00:38:03,4,0.22411562365293503,0.9174687,0.61605585,0.24286206,0.87360215,0.35221228,0.0,0.0
00:45:49,5,0.21282344659790398,0.92196876,0.6430769,0.29139072,0.8880055,0.3986253,0.035647802,0.0
00:53:31,6,0.2031420853380114,0.9254375,0.6746597,0.35589743,0.9026512,0.4555373,0.07848797,0.0
01:00:53,7,0.19242610901407897,0.92934376,0.6956522,0.40871936,0.9142799,0.4993595,0.15687205,0.0
01:08:18,8,0.1837892428357154,0.93359375,0.7178218,0.44737744,0.9229462,0.5343439,0.19527426,0.0
01:16:04,9,0.1802160634342581,0.93490624,0.72625697,0.44936052,0.92522126,0.5397384,0.22456299,0.0
01:23:47,10,0.17540460901986807,0.93609375,0.731287,0.46763086,0.93070114,0.55346733,0.24867958,0.0
01:31:13,11,0.17329994221217931,0.93675,0.7448923,0.46341464,0.9326814,0.55696297,0.31251943,0.017671568
01:38:39,12,0.17006822756957263,0.9380625,0.737849,0.49172986,0.936404,0.57157445,0.30266207,0.025034357
01:46:25,13,0.17020728969201446,0.93834376,0.74537987,0.49573234,0.93582124,0.57729167,0.31535804,0.02490714
01:54:10,14,0.17049468364939094,0.939,0.748702,0.49553263,0.9354819,0.57894135,0.32149655,0.046767797
02:01:36,15,0.16603166561108082,0.9401875,0.742956,0.51881254,0.93971866,0.59066486,0.31581277,0.017718479
02:09:01,16,0.16319891917239876,0.9396875,0.73673964,0.52152944,0.9420749,0.5892406,0.32877314,0.046829782
02:16:43,17,0.15959551931917668,0.9426875,0.76017654,0.5354059,0.9449167,0.6090567,0.35914412,0.053182267
02:24:30,18,0.1622121382020414,0.9419063,0.75107294,0.54086536,0.94205236,0.60775864,0.34021667,0.04328153
02:32:00,19,0.15976768293976784,0.94196874,0.74545455,0.54948455,0.9451245,0.6101796,0.35148424,0.08102193
02:39:26,20,0.15994232451170684,0.9405,0.7413793,0.5411565,0.94669324,0.6028707,0.34754053,0.07663108
02:47:05,21,0.15416941217705607,0.9434062,0.7507029,0.5560569,0.94985604,0.61699903,0.36847723,0.07110664
02:54:48,22,0.15356417304556816,0.94484377,0.7629428,0.574752,0.9501011,0.63370323,0.379954,0.10851025
