time,epoch,loss,accuracy,precision,recall,auc,mcc_05,mcc_09,mcc_099
00:02:37,0,0.5850355026383557,0.7039327,0.6836192,0.7592469,0.76931167,0.41038442,0.12422362,0.018886633
00:05:05,1,0.5057149633247265,0.7658478,0.747011,0.80397725,0.8415251,0.5332484,0.23594949,0.04475307
00:07:32,2,0.4809079434782426,0.7847037,0.7714286,0.8091577,0.8619597,0.5700895,0.29362476,0.05744645
00:10:00,3,0.4684899665096546,0.79740417,0.78553855,0.8181818,0.8739776,0.59532267,0.3324433,0.07966125
00:12:28,4,0.45539268798156646,0.8046457,0.7925538,0.82531196,0.8848705,0.60981256,0.3679635,0.10378268
00:14:56,5,0.44067974512111696,0.815508,0.8047127,0.8332219,0.89526075,0.6314124,0.40174684,0.11866397
00:17:24,6,0.43215850438530856,0.82300025,0.81246966,0.8398507,0.90130705,0.6463676,0.41913354,0.13768288
00:19:52,7,0.42993066982165273,0.8259247,0.8157582,0.8420232,0.904171,0.65218747,0.43192694,0.14313364
00:22:20,8,0.4267049899421061,0.8291834,0.8227295,0.83918226,0.90666693,0.65849847,0.43493527,0.12935597
00:24:48,9,0.4209536295483775,0.83313835,0.82944965,0.83873665,0.9102213,0.6663185,0.45120397,0.15041654
00:27:16,10,0.4175993879848623,0.8372883,0.82789993,0.8516043,0.9126694,0.6748533,0.46063465,0.15149815
00:29:44,11,0.4144611506591719,0.8384581,0.8286456,0.8533868,0.9146503,0.67721814,0.4531445,0.16074507
00:32:12,12,0.4117357505422331,0.84024066,0.8351256,0.8478721,0.9167099,0.6805605,0.470236,0.1663821
00:34:40,13,0.4104627448062739,0.84255236,0.8351774,0.85355395,0.91755986,0.6852706,0.46801224,0.17010826
00:37:08,14,0.40912741541849207,0.84369427,0.8355814,0.8557821,0.91860473,0.6875896,0.4726107,0.18035398
00:39:36,15,0.40580912836148353,0.84372216,0.83562684,0.8557821,0.92037076,0.68764436,0.48863852,0.1802985
00:42:04,16,0.40449690862945586,0.8455882,0.83883125,0.8555593,0.9214145,0.691314,0.49259448,0.17790653
00:44:32,17,0.40151382391731155,0.84667444,0.8354083,0.86346924,0.9228197,0.6937404,0.49167407,0.16801076
00:47:00,18,0.3988637407268804,0.84865195,0.839462,0.86218804,0.9241276,0.6975596,0.49035606,0.18654458
00:49:27,19,0.39814501385571377,0.8498496,0.8412388,0.8624666,0.92488706,0.6999221,0.50264055,0.17905085
00:51:55,20,0.3949390535646263,0.8519942,0.84079385,0.8684269,0.92615783,0.70436895,0.50060165,0.18970293
00:54:23,21,0.39155251667594104,0.8540274,0.847466,0.86346924,0.9278227,0.7081811,0.5139562,0.18934725
00:56:51,22,0.3933504671887652,0.8516321,0.84264237,0.86475044,0.9273811,0.70350647,0.5143815,0.1930901
00:59:19,23,0.3909591543629314,0.8543895,0.8481449,0.86335784,0.9280079,0.708893,0.5061764,0.17630342
