time,epoch,loss,accuracy,precision,recall,auc,mcc_01,mcc_05,mcc_09,mcc_099
03:03:34,25,0.1538997064754367,0.9474375,0.76561826,0.6096055,0.95852953,0.58567697,0.65555155,0.37673566,0.12474054
03:10:49,26,0.15217216530442237,0.94771874,0.7741379,0.6098472,0.96034163,0.5914405,0.6597224,0.40668526,0.1560774
03:17:35,27,0.14628784497082234,0.94896877,0.7738908,0.62187177,0.96317625,0.60371894,0.6668629,0.43356064,0.20475759
03:24:52,28,0.1460075517296791,0.94996876,0.7807808,0.6254296,0.9644998,0.59772503,0.6725147,0.4248461,0.19138135
03:32:06,29,0.14378432004898786,0.95084375,0.7839586,0.62906575,0.96489847,0.6008324,0.6764396,0.4230208,0.18833545
03:39:00,30,0.14533085859566927,0.95,0.78087986,0.6304645,0.96436185,0.6048579,0.6753043,0.43290827,0.19653091
03:46:04,31,0.14315123846381902,0.95059377,0.7804878,0.6307054,0.9646538,0.60932535,0.6755952,0.4365242,0.19436416
03:53:19,32,0.1441551648154855,0.94975,0.7770355,0.6340715,0.9644321,0.60781354,0.67533976,0.4508117,0.20983392
04:00:24,33,0.1402990129366517,0.95175,0.78872633,0.6351351,0.96656114,0.60863173,0.68242794,0.4418803,0.22348784
04:07:17,34,0.14178395269811153,0.9515625,0.7754849,0.65129983,0.96501964,0.61040956,0.6848843,0.447759,0.21096803
04:14:31,35,0.1368531842082739,0.95275,0.7827332,0.6610228,0.96866965,0.6250553,0.69411093,0.44070953,0.20781216
04:21:46,36,0.14090437013655902,0.9509063,0.7724719,0.6572209,0.9654109,0.6176063,0.6862363,0.4408759,0.19137985
04:28:29,37,0.13900782195478678,0.95365626,0.7913434,0.6659794,0.9658691,0.6169664,0.70127726,0.44058734,0.19464251
04:35:43,38,0.13894706854224206,0.95146877,0.7798614,0.6537936,0.96661526,0.613885,0.68819016,0.4458067,0.20881939
04:42:57,39,0.13823183757066726,0.9509063,0.7706798,0.65053576,0.96735865,0.61668247,0.68186116,0.44087744,0.2007423
04:49:48,40,0.13523771504312754,0.9519375,0.77592516,0.65906733,0.9688024,0.6298806,0.68942726,0.45056233,0.20929231
04:56:55,41,0.13722576721012592,0.9528125,0.7856859,0.6705124,0.9683573,0.62409973,0.70054656,0.43190375,0.1997572
05:04:10,42,0.1372385222762823,0.95265627,0.7827869,0.6597582,0.96731377,0.614953,0.69341034,0.45423275,0.21587957
05:11:12,43,0.13987120804190636,0.9515625,0.775641,0.6616541,0.9663878,0.6153345,0.6904426,0.42500418,0.20287326
05:18:07,44,0.13742802848666907,0.951625,0.77259946,0.66196215,0.9673977,0.61545247,0.6892183,0.42803827,0.17688882
05:25:21,45,0.13513831542432309,0.9528125,0.7776447,0.6714926,0.96946,0.6238677,0.69729435,0.452922,0.21354407
05:32:35,46,0.135054967969656,0.9529375,0.78138787,0.6696459,0.96818966,0.62355965,0.6981513,0.4522979,0.21821657
05:39:17,47,0.13486677281558512,0.952625,0.77759475,0.6592179,0.96794766,0.61968166,0.6906861,0.44791856,0.20277922
05:46:31,48,0.13354139479994773,0.9529688,0.79129374,0.6622404,0.97002333,0.62176174,0.69886655,0.45915776,0.22818024
05:54:04,49,0.1339129352197051,0.952625,0.78299236,0.66689444,0.9699158,0.6266107,0.69726735,0.4592906,0.22093935
06:01:02,50,0.13292173082381487,0.95359373,0.7793186,0.6794473,0.96977395,0.623955,0.70271116,0.451375,0.21868832
06:08:25,51,0.1339019927456975,0.9538438,0.7900748,0.68,0.96963435,0.62805253,0.70820475,0.44271824,0.21072263
06:15:50,52,0.1330032099708915,0.95315623,0.7841552,0.66781414,0.9695697,0.6339821,0.69860685,0.4564726,0.21718359
06:22:50,53,0.13102841234952212,0.9540312,0.7879528,0.67082465,0.9695568,0.62602574,0.7024825,0.4710383,0.22726391
06:30:00,54,0.13202790166437625,0.95278126,0.7844093,0.66346157,0.970655,0.6289137,0.6962032,0.46198517,0.205145
06:37:20,55,0.1311457710042596,0.9533125,0.7871469,0.6637901,0.9706054,0.6286699,0.69796175,0.4800128,0.23994893
06:44:29,56,0.13231145071983338,0.954,0.7957689,0.6684894,0.970105,0.6243354,0.7048691,0.46841183,0.22555007
06:51:27,57,0.13066000170260667,0.9538438,0.7897751,0.6672426,0.97019327,0.62639165,0.7013265,0.47918403,0.23504557
06:58:46,58,0.13189060375094414,0.9528437,0.7935987,0.65782315,0.97084886,0.62691796,0.6975064,0.4717807,0.22827482
07:06:04,59,0.1281014582812786,0.9545,0.7877435,0.6753653,0.971628,0.63934535,0.7050553,0.47595003,0.2323088
07:12:53,60,0.1308494177609682,0.9524062,0.7795056,0.6683761,0.9712982,0.63550687,0.6962897,0.45592874,0.21035384
07:20:29,61,0.12985277163237333,0.9539375,0.7789102,0.685882,0.97162575,0.63184196,0.7060808,0.4526173,0.20294195
07:28:18,62,0.12705231948941947,0.9550625,0.78120184,0.699793,0.9724911,0.6378006,0.71505564,0.46849495,0.213058
07:36:15,63,0.12859503519535065,0.9532812,0.78369653,0.66942436,0.9717369,0.62700534,0.6993157,0.48855025,0.24670757
07:43:34,64,0.12864857041835784,0.9544687,0.7850877,0.68202287,0.97197783,0.6356496,0.7072903,0.4642491,0.22616932
07:50:53,65,0.12925248899310826,0.9549375,0.7950019,0.6894683,0.972284,0.6375325,0.7161329,0.46042335,0.20212631
07:57:47,66,0.12747047460079194,0.9550625,0.78807944,0.6935207,0.9722314,0.6376629,0.7150605,0.478593,0.21643807
08:04:59,67,0.1288740102723241,0.953375,0.7809638,0.6755081,0.9720467,0.63681513,0.7012922,0.45175126,0.18296327
08:12:18,68,0.1281908114477992,0.9545,0.7852883,0.68315464,0.97171646,0.63200194,0.7079961,0.4643843,0.18776804
08:19:21,69,0.12751814444363116,0.9545938,0.78582615,0.68898046,0.97196525,0.638014,0.7113514,0.46851808,0.21245398
08:26:23,70,0.12524752189964056,0.956625,0.80094784,0.6964286,0.973103,0.6403687,0.7235697,0.5029893,0.25337285
08:33:40,71,0.12663032019883394,0.9563125,0.798201,0.69825524,0.9725137,0.64171106,0.7230475,0.471472,0.19881669
08:40:52,72,0.12703440016508102,0.9544687,0.7873984,0.6746778,0.9723518,0.63415927,0.70451295,0.4748491,0.21240042
08:47:43,73,0.12643916498869656,0.9546875,0.7878436,0.6928839,0.97327965,0.6428054,0.7143959,0.47488132,0.22356427
08:54:58,74,0.12661467464268208,0.95553124,0.79479086,0.69043535,0.97185063,0.6437802,0.71688926,0.48085836,0.2135127
09:02:14,75,0.1269028594046831,0.954625,0.7826759,0.6945779,0.9726873,0.64609957,0.7127937,0.46990976,0.1969044
09:08:59,76,0.12437320460379124,0.9559375,0.78931063,0.70179063,0.9738289,0.6499636,0.72046137,0.46971467,0.21758905
09:16:13,77,0.1240024405270815,0.9561875,0.78957385,0.7096443,0.9740718,0.65666294,0.72480136,0.47434223,0.21422105
09:23:28,78,0.12568253130465745,0.9554688,0.7919144,0.68944097,0.9721702,0.6404052,0.71497744,0.47246867,0.2166101
09:30:24,79,0.12263346532732249,0.9568125,0.7985162,0.70250773,0.9754025,0.65257245,0.72571033,0.4750315,0.21165623
09:37:26,80,0.12174153271317482,0.9570938,0.7961734,0.7055363,0.97443295,0.65097576,0.7263439,0.49184656,0.22696488
09:44:41,81,0.12409707546979189,0.95603126,0.79157,0.70222986,0.97284234,0.6483903,0.7218165,0.49570546,0.22449239
09:51:49,82,0.12378280745446682,0.95684373,0.79818326,0.69906604,0.9728442,0.6441692,0.7237751,0.48440754,0.218238
09:58:38,83,0.12121954926848412,0.9565312,0.79099923,0.71100444,0.9749545,0.6548573,0.72638696,0.49924085,0.23603405
10:05:51,84,0.12645696799457073,0.95409375,0.7839196,0.6902655,0.9728385,0.6444763,0.7108258,0.47756496,0.23120457
10:13:05,85,0.12319613973051309,0.95646876,0.8031026,0.69214946,0.9749668,0.6519755,0.7222443,0.47534043,0.21686275
10:19:49,86,0.1213223324045539,0.9560625,0.79911965,0.68838334,0.9757926,0.6471387,0.71815675,0.49676183,0.23350187
10:27:03,87,0.12078525893390178,0.95675,0.7966838,0.6989955,0.9755647,0.6504175,0.7229752,0.4840112,0.20488574
10:34:17,88,0.11969240100681781,0.9571875,0.7986322,0.7144799,0.97554547,0.66669387,0.7322061,0.5134784,0.26740333
10:41:13,89,0.12062073267623782,0.95846874,0.8046967,0.7124047,0.97470886,0.65765756,0.7347648,0.49519575,0.23586395
10:48:14,90,0.12033549344539643,0.9569375,0.7965451,0.7098871,0.9757023,0.66504157,0.72868705,0.48534024,0.22543316
10:55:28,91,0.1182116718813777,0.9585937,0.8066536,0.7126556,0.9769767,0.6600369,0.7358958,0.4938752,0.24180475
11:02:35,92,0.11631398227065802,0.95771873,0.7961905,0.718707,0.97807246,0.6684206,0.73354214,0.50592095,0.22456475
11:09:24,93,0.11819826483726502,0.958375,0.79962194,0.72506,0.97769874,0.6635856,0.73884404,0.48923197,0.24055108
11:16:38,94,0.11828522734344006,0.9571875,0.7979719,0.70600414,0.97671944,0.65622795,0.72749466,0.4904914,0.22997634
11:23:52,95,0.11776831278949976,0.956375,0.7897143,0.71066165,0.97781533,0.6625536,0.72550493,0.50025785,0.23323572
11:30:35,96,0.11749689704179764,0.9581875,0.79901963,0.7246922,0.9778298,0.667728,0.7382555,0.5058481,0.2406015
11:37:49,97,0.11705734135210515,0.958125,0.8013751,0.7189856,0.97753286,0.6627338,0.73639774,0.5015909,0.23643957
11:45:03,98,0.11700479145348072,0.95778126,0.7944529,0.7207859,0.97807544,0.6636239,0.7338208,0.5108276,0.24007438
11:51:58,99,0.1145300597473979,0.959625,0.8057143,0.7300656,0.9779078,0.66767,0.7450747,0.5028103,0.24689478
