time,epoch,loss,accuracy,precision,recall,auc,mcc_05,mcc_09,mcc_099
00:07:36,0,0.5851719319671392,0.69259375,0.6744607,0.7445625,0.765339,0.38728508,0.15753216,0.034931894
00:15:08,1,0.4345857160799205,0.8108125,0.7995061,0.8296875,0.88914096,0.6220684,0.379617,0.13061324
00:22:54,2,0.3865737550444901,0.8415313,0.83220863,0.8555625,0.9173588,0.6833316,0.4685374,0.18842421
00:30:31,3,0.35106262361630797,0.86221874,0.85388047,0.874,0.93533087,0.7246387,0.5399432,0.24644738
00:37:56,4,0.3423000215217471,0.86959374,0.86060125,0.8820625,0.94098735,0.73941743,0.55292106,0.27009916
00:45:23,5,0.32470689667016267,0.88153124,0.8755922,0.8894375,0.9490779,0.7631579,0.58920586,0.28939968
00:53:08,6,0.31579190465435386,0.8890625,0.88223016,0.898,0.9534767,0.7782493,0.6089034,0.30877805
01:00:51,7,0.3160252697244287,0.8888125,0.88236016,0.89725,0.9544749,0.7777357,0.6158278,0.30893984
01:08:16,8,0.30780818732082843,0.8926875,0.88621837,0.9010625,0.9578909,0.7854852,0.63254726,0.32723296
01:15:41,9,0.3057179541140795,0.89409375,0.88629544,0.9041875,0.9591041,0.78834814,0.6370283,0.33109435
01:23:24,10,0.29863896723464134,0.8995625,0.89293176,0.908,0.96143097,0.7992388,0.6341751,0.3485183
01:31:11,11,0.29773516089469193,0.89865625,0.8862714,0.9146875,0.962245,0.79772264,0.6482057,0.355887
01:38:39,12,0.2953234336897731,0.90246874,0.89253277,0.915125,0.9631918,0.80519545,0.6510567,0.35541117
01:46:04,13,0.28835553384572266,0.9068437,0.8937277,0.9235,0.9654268,0.81413937,0.658283,0.3546859
01:53:46,14,0.2875937515832484,0.90590626,0.8963203,0.918,0.965987,0.8120501,0.66669184,0.36777455
02:01:32,15,0.28947608641162514,0.90421873,0.8954448,0.9153125,0.9656302,0.80863655,0.66904086,0.3626771
02:09:01,16,0.28524297289550304,0.9061875,0.8939743,0.9216875,0.96688044,0.81276566,0.6691329,0.36889282
02:16:27,17,0.2811009814478457,0.9100937,0.8986088,0.9245,0.9679086,0.82052815,0.66964036,0.370677
02:24:07,18,0.2799098552428186,0.9099375,0.8996466,0.9228125,0.9685476,0.8201469,0.6789045,0.36742228
02:31:54,19,0.28044434627518056,0.9095625,0.8975853,0.924625,0.9682819,0.8194969,0.67319393,0.35616672
02:39:25,20,0.27671936551854015,0.91159374,0.90364695,0.9214375,0.9697988,0.8233471,0.6902198,0.3891877
02:46:52,21,0.2755012119859457,0.91075,0.89902854,0.9254375,0.9697218,0.8218547,0.6783608,0.3719597
02:54:30,22,0.2763462035506964,0.9128125,0.90132457,0.927125,0.96949625,0.82596344,0.67872125,0.36410826
03:02:16,23,0.2712547719143331,0.9146562,0.9041238,0.9276875,0.97106373,0.8295943,0.6876956,0.37780863
03:09:49,24,0.271424546379596,0.9158437,0.9028274,0.932,0.97088784,0.832122,0.68601656,0.36081395
03:17:15,25,0.27378466657921674,0.9143438,0.90535,0.9254375,0.9706452,0.8288915,0.6939885,0.38398418
03:24:50,26,0.26871012526378035,0.9161875,0.9036736,0.9316875,0.97187024,0.83277524,0.6905582,0.3778924
03:32:36,27,0.26552686680853366,0.9169375,0.9037158,0.9333125,0.9724851,0.8343226,0.69965386,0.3664286
03:40:12,28,0.26612090089172125,0.916625,0.90297425,0.9335625,0.9725998,0.8337285,0.7017801,0.37037444
03:47:40,29,0.2661295754723251,0.917375,0.90340704,0.9346875,0.97246575,0.83525085,0.6956977,0.38686466
03:55:13,30,0.2577119837962091,0.91984373,0.9054258,0.937625,0.97488433,0.84021896,0.715704,0.39142781
04:02:59,31,0.2615116216316819,0.9179062,0.90467834,0.93425,0.97383213,0.83625937,0.69975984,0.4056072
