epoch,epochs,batch,batches,lr,loss
0,100,0,19,0.0002,0.7058497071266174
0,100,4,19,0.0002,0.6876541972160339
0,100,8,19,0.0002,0.6872524619102478
0,100,12,19,0.0002,0.6722183227539062
0,100,16,19,0.0002,0.66515052318573
1,100,0,19,0.00019800000000000002,0.6595541834831238
1,100,4,19,0.00019800000000000002,0.6767406463623047
1,100,8,19,0.00019800000000000002,0.6423780918121338
1,100,12,19,0.00019800000000000002,0.6588441729545593
1,100,16,19,0.00019800000000000002,0.6289145946502686
2,100,0,19,0.00019602,0.6322035193443298
2,100,4,19,0.00019602,0.6223618388175964
2,100,8,19,0.00019602,0.6463993787765503
2,100,12,19,0.00019602,0.6326425075531006
2,100,16,19,0.00019602,0.6432085037231445
3,100,0,19,0.0001940598,0.6369181275367737
3,100,4,19,0.0001940598,0.6246148347854614
3,100,8,19,0.0001940598,0.5997262001037598
3,100,12,19,0.0001940598,0.6343047618865967
3,100,16,19,0.0001940598,0.6308922171592712
4,100,0,19,0.000192119202,0.5927208065986633
4,100,4,19,0.000192119202,0.628851592540741
4,100,8,19,0.000192119202,0.6202126145362854
4,100,12,19,0.000192119202,0.6278663873672485
4,100,16,19,0.000192119202,0.5917576551437378
5,100,0,19,0.00019019800998,0.6063238978385925
5,100,4,19,0.00019019800998,0.5920559167861938
5,100,8,19,0.00019019800998,0.5809644460678101
5,100,12,19,0.00019019800998,0.5655441880226135
5,100,16,19,0.00019019800998,0.6084188222885132
6,100,0,19,0.0001882960298802,0.617999255657196
6,100,4,19,0.0001882960298802,0.5939451456069946
6,100,8,19,0.0001882960298802,0.574439525604248
6,100,12,19,0.0001882960298802,0.5693262219429016
6,100,16,19,0.0001882960298802,0.5967055559158325
7,100,0,19,0.00018641306958139798,0.5760459899902344
7,100,4,19,0.00018641306958139798,0.6101294755935669
7,100,8,19,0.00018641306958139798,0.5785502791404724
7,100,12,19,0.00018641306958139798,0.5695282220840454
7,100,16,19,0.00018641306958139798,0.5448253750801086
8,100,0,19,0.00018454893888558403,0.5934479832649231
8,100,4,19,0.00018454893888558403,0.6043102145195007
8,100,8,19,0.00018454893888558403,0.5173711776733398
8,100,12,19,0.00018454893888558403,0.5701777338981628
8,100,16,19,0.00018454893888558403,0.6498186588287354
9,100,0,19,0.00018270344949672818,0.5817743539810181
9,100,4,19,0.00018270344949672818,0.5510646104812622
9,100,8,19,0.00018270344949672818,0.5245893597602844
9,100,12,19,0.00018270344949672818,0.5412100553512573
9,100,16,19,0.00018270344949672818,0.5696344375610352
10,100,0,19,0.00018087641500176088,0.5178051590919495
10,100,4,19,0.00018087641500176088,0.5153954029083252
10,100,8,19,0.00018087641500176088,0.49386802315711975
10,100,12,19,0.00018087641500176088,0.532590925693512
10,100,16,19,0.00018087641500176088,0.5579944849014282
11,100,0,19,0.00017906765085174328,0.5054832696914673
11,100,4,19,0.00017906765085174328,0.5056709051132202
11,100,8,19,0.00017906765085174328,0.4870718717575073
11,100,12,19,0.00017906765085174328,0.5252242088317871
11,100,16,19,0.00017906765085174328,0.456268310546875
12,100,0,19,0.00017727697434322587,0.529914379119873
12,100,4,19,0.00017727697434322587,0.5390135645866394
12,100,8,19,0.00017727697434322587,0.5166571736335754
12,100,12,19,0.00017727697434322587,0.4836323857307434
12,100,16,19,0.00017727697434322587,0.4991743862628937
13,100,0,19,0.0001755042045997936,0.5270687341690063
13,100,4,19,0.0001755042045997936,0.48434919118881226
13,100,8,19,0.0001755042045997936,0.5328216552734375
13,100,12,19,0.0001755042045997936,0.5432121753692627
13,100,16,19,0.0001755042045997936,0.5183359384536743
14,100,0,19,0.00017374916255379565,0.5008584856987
14,100,4,19,0.00017374916255379565,0.4979107975959778
14,100,8,19,0.00017374916255379565,0.47741764783859253
14,100,12,19,0.00017374916255379565,0.49221837520599365
14,100,16,19,0.00017374916255379565,0.5113750696182251
15,100,0,19,0.00017201167092825768,0.43941640853881836
15,100,4,19,0.00017201167092825768,0.487885057926178
15,100,8,19,0.00017201167092825768,0.4721417725086212
15,100,12,19,0.00017201167092825768,0.5027748346328735
15,100,16,19,0.00017201167092825768,0.49533194303512573
16,100,0,19,0.00017029155421897512,0.45147669315338135
16,100,4,19,0.00017029155421897512,0.4580878019332886
16,100,8,19,0.00017029155421897512,0.47458744049072266
16,100,12,19,0.00017029155421897512,0.47373050451278687
16,100,16,19,0.00017029155421897512,0.4838137626647949
17,100,0,19,0.00016858863867678535,0.46724891662597656
17,100,4,19,0.00016858863867678535,0.46093684434890747
17,100,8,19,0.00016858863867678535,0.4457312226295471
17,100,12,19,0.00016858863867678535,0.44980672001838684
17,100,16,19,0.00016858863867678535,0.5335991382598877
18,100,0,19,0.0001669027522900175,0.4643489420413971
18,100,4,19,0.0001669027522900175,0.4660906195640564
18,100,8,19,0.0001669027522900175,0.4265254735946655
18,100,12,19,0.0001669027522900175,0.4124009609222412
18,100,16,19,0.0001669027522900175,0.43187612295150757
19,100,0,19,0.00016523372476711734,0.5347298383712769
19,100,4,19,0.00016523372476711734,0.41549578309059143
19,100,8,19,0.00016523372476711734,0.39244621992111206
19,100,12,19,0.00016523372476711734,0.3793412446975708
19,100,16,19,0.00016523372476711734,0.43244877457618713
20,100,0,19,0.00016358138751944616,0.42059749364852905
20,100,4,19,0.00016358138751944616,0.373884916305542
20,100,8,19,0.00016358138751944616,0.4566502571105957
20,100,12,19,0.00016358138751944616,0.4182703197002411
20,100,16,19,0.00016358138751944616,0.388403058052063
21,100,0,19,0.00016194557364425168,0.43410080671310425
21,100,4,19,0.00016194557364425168,0.3976706564426422
21,100,8,19,0.00016194557364425168,0.40049514174461365
21,100,12,19,0.00016194557364425168,0.46170371770858765
21,100,16,19,0.00016194557364425168,0.3699168860912323
22,100,0,19,0.0001603261179078092,0.40917274355888367
22,100,4,19,0.0001603261179078092,0.42946040630340576
22,100,8,19,0.0001603261179078092,0.388956755399704
22,100,12,19,0.0001603261179078092,0.3988945782184601
22,100,16,19,0.0001603261179078092,0.40471598505973816
23,100,0,19,0.0001587228567287311,0.3990973234176636
23,100,4,19,0.0001587228567287311,0.39479753375053406
23,100,8,19,0.0001587228567287311,0.36316606402397156
23,100,12,19,0.0001587228567287311,0.4046381115913391
23,100,16,19,0.0001587228567287311,0.3563389778137207
24,100,0,19,0.00015713562816144377,0.31564539670944214
24,100,4,19,0.00015713562816144377,0.3572913408279419
24,100,8,19,0.00015713562816144377,0.3699015974998474
24,100,12,19,0.00015713562816144377,0.36202895641326904
24,100,16,19,0.00015713562816144377,0.3873318135738373
25,100,0,19,0.00015556427187982935,0.38283392786979675
25,100,4,19,0.00015556427187982935,0.3578953146934509
25,100,8,19,0.00015556427187982935,0.39921337366104126
25,100,12,19,0.00015556427187982935,0.300135999917984
25,100,16,19,0.00015556427187982935,0.38934749364852905
26,100,0,19,0.00015400862916103102,0.3531760573387146
26,100,4,19,0.00015400862916103102,0.3508058488368988
26,100,8,19,0.00015400862916103102,0.3054094612598419
26,100,12,19,0.00015400862916103102,0.33364152908325195
26,100,16,19,0.00015400862916103102,0.3354550898075104
27,100,0,19,0.00015246854286942073,0.3397504985332489
27,100,4,19,0.00015246854286942073,0.32764625549316406
27,100,8,19,0.00015246854286942073,0.3642163872718811
27,100,12,19,0.00015246854286942073,0.36785340309143066
27,100,16,19,0.00015246854286942073,0.33118176460266113
28,100,0,19,0.00015094385744072653,0.3061833679676056
28,100,4,19,0.00015094385744072653,0.3187762200832367
28,100,8,19,0.00015094385744072653,0.34908923506736755
28,100,12,19,0.00015094385744072653,0.36574411392211914
28,100,16,19,0.00015094385744072653,0.3051605224609375
29,100,0,19,0.00014943441886631923,0.32011258602142334
29,100,4,19,0.00014943441886631923,0.2706696093082428
29,100,8,19,0.00014943441886631923,0.3570882976055145
29,100,12,19,0.00014943441886631923,0.27849870920181274
29,100,16,19,0.00014943441886631923,0.2943616211414337
30,100,0,19,0.00014794007467765604,0.2468002736568451
30,100,4,19,0.00014794007467765604,0.3702307939529419
30,100,8,19,0.00014794007467765604,0.3985791802406311
30,100,12,19,0.00014794007467765604,0.3972032368183136
30,100,16,19,0.00014794007467765604,0.39803993701934814
31,100,0,19,0.0001464606739308795,0.30177760124206543
31,100,4,19,0.0001464606739308795,0.31103259325027466
31,100,8,19,0.0001464606739308795,0.29377734661102295
31,100,12,19,0.0001464606739308795,0.3599560856819153
31,100,16,19,0.0001464606739308795,0.35526153445243835
32,100,0,19,0.00014499606719157069,0.2679236829280853
32,100,4,19,0.00014499606719157069,0.27005869150161743
32,100,8,19,0.00014499606719157069,0.294978529214859
32,100,12,19,0.00014499606719157069,0.2705739736557007
32,100,16,19,0.00014499606719157069,0.2522776126861572
33,100,0,19,0.00014354610651965498,0.28530153632164
33,100,4,19,0.00014354610651965498,0.24812105298042297
33,100,8,19,0.00014354610651965498,0.2848920226097107
33,100,12,19,0.00014354610651965498,0.2811647951602936
33,100,16,19,0.00014354610651965498,0.22488263249397278
34,100,0,19,0.00014211064545445842,0.24985630810260773
34,100,4,19,0.00014211064545445842,0.27248939871788025
34,100,8,19,0.00014211064545445842,0.23710894584655762
34,100,12,19,0.00014211064545445842,0.2479293942451477
34,100,16,19,0.00014211064545445842,0.316742867231369
35,100,0,19,0.00014068953899991384,0.28581511974334717
35,100,4,19,0.00014068953899991384,0.2623409330844879
35,100,8,19,0.00014068953899991384,0.23541013896465302
35,100,12,19,0.00014068953899991384,0.2390771359205246
35,100,16,19,0.00014068953899991384,0.2991267442703247
