epoch,epochs,batch,batches,lr,loss
epoch,epochs,batch,batches,lr,loss
0,100,0,19,0.0002,0.6984984278678894
0,100,4,19,0.0002,0.674415111541748
0,100,8,19,0.0002,0.6162448525428772
0,100,12,19,0.0002,0.5986452102661133
0,100,16,19,0.0002,0.6168321371078491
1,100,0,19,0.0002,0.5773606300354004
1,100,4,19,0.0002,0.6320605278015137
1,100,8,19,0.0002,0.6085744500160217
1,100,12,19,0.0002,0.5219248533248901
1,100,16,19,0.0002,0.5603654384613037
2,100,0,19,0.0002,0.5142553448677063
2,100,4,19,0.0002,0.5391797423362732
2,100,8,19,0.0002,0.532609760761261
2,100,12,19,0.0002,0.5651652216911316
2,100,16,19,0.0002,0.5108823776245117
3,100,0,19,0.0002,0.4571002125740051
3,100,4,19,0.0002,0.4599013030529022
3,100,8,19,0.0002,0.4273310899734497
3,100,12,19,0.0002,0.48916128277778625
3,100,16,19,0.0002,0.47128841280937195
4,100,0,19,0.0002,0.36365312337875366
4,100,4,19,0.0002,0.3628462255001068
4,100,8,19,0.0002,0.3421306014060974
4,100,12,19,0.0002,0.3716459274291992
4,100,16,19,0.0002,0.32363781332969666
5,100,0,19,0.0002,0.27085423469543457
5,100,4,19,0.0002,0.30204451084136963
5,100,8,19,0.0002,0.2602633833885193
5,100,12,19,0.0002,0.27660489082336426
5,100,16,19,0.0002,0.24038977921009064
6,100,0,19,0.0002,0.23295703530311584
6,100,4,19,0.0002,0.19971324503421783
6,100,8,19,0.0002,0.21741491556167603
6,100,12,19,0.0002,0.17763042449951172
6,100,16,19,0.0002,0.1464797407388687
7,100,0,19,0.0002,0.15704655647277832
7,100,4,19,0.0002,0.1765289008617401
7,100,8,19,0.0002,0.1443919688463211
7,100,12,19,0.0002,0.12362171709537506
7,100,16,19,0.0002,0.12393093854188919
8,100,0,19,0.0002,0.1271325647830963
8,100,4,19,0.0002,0.11654121428728104
8,100,8,19,0.0002,0.12542766332626343
8,100,12,19,0.0002,0.1157226487994194
8,100,16,19,0.0002,0.10894139111042023
9,100,0,19,0.0002,0.07432790100574493
9,100,4,19,0.0002,0.131483256816864
9,100,8,19,0.0002,0.09477952122688293
9,100,12,19,0.0002,0.0956534892320633
9,100,16,19,0.0002,0.0706247091293335
10,100,0,19,0.0002,0.05608118325471878
10,100,4,19,0.0002,0.04196473956108093
10,100,8,19,0.0002,0.042907219380140305
10,100,12,19,0.0002,0.045050594955682755
10,100,16,19,0.0002,0.05100316181778908
11,100,0,19,0.0002,0.048737674951553345
11,100,4,19,0.0002,0.03919873759150505
11,100,8,19,0.0002,0.040075067430734634
11,100,12,19,0.0002,0.04828007519245148
11,100,16,19,0.0002,0.042365409433841705
12,100,0,19,0.0002,0.03359195590019226
12,100,4,19,0.0002,0.03535011410713196
12,100,8,19,0.0002,0.026392681524157524
12,100,12,19,0.0002,0.0307553019374609
12,100,16,19,0.0002,0.027880871668457985
13,100,0,19,0.0002,0.024907149374485016
13,100,4,19,0.0002,0.025556713342666626
13,100,8,19,0.0002,0.01771424151957035
13,100,12,19,0.0002,0.01839740388095379
13,100,16,19,0.0002,0.017596445977687836
14,100,0,19,0.0002,0.017661256715655327
14,100,4,19,0.0002,0.02204476296901703
14,100,8,19,0.0002,0.014474122785031796
14,100,12,19,0.0002,0.02049240469932556
14,100,16,19,0.0002,0.013782803900539875
15,100,0,19,0.0002,0.014820270240306854
15,100,4,19,0.0002,0.01331605389714241
15,100,8,19,0.0002,0.01810443215072155
15,100,12,19,0.0002,0.018904797732830048
15,100,16,19,0.0002,0.02055102400481701
16,100,0,19,0.0002,0.014410554431378841
16,100,4,19,0.0002,0.016006087884306908
16,100,8,19,0.0002,0.010745637118816376
16,100,12,19,0.0002,0.014711035415530205
16,100,16,19,0.0002,0.011362336575984955
17,100,0,19,0.0002,0.010849997401237488
17,100,4,19,0.0002,0.007739925291389227
17,100,8,19,0.0002,0.0076295374892652035
17,100,12,19,0.0002,0.01596323400735855
17,100,16,19,0.0002,0.013742394745349884
18,100,0,19,0.0002,0.01011265441775322
18,100,4,19,0.0002,0.02073931135237217
18,100,8,19,0.0002,0.007119183894246817
18,100,12,19,0.0002,0.017276817932724953
18,100,16,19,0.0002,0.007681696675717831
19,100,0,19,0.0002,0.010923714376986027
19,100,4,19,0.0002,0.009105009026825428
19,100,8,19,0.0002,0.006539427675306797
19,100,12,19,0.0002,0.0068266736343503
19,100,16,19,0.0002,0.005479274783283472
20,100,0,19,0.0002,0.00761403376236558
20,100,4,19,0.0002,0.005494616460055113
20,100,8,19,0.0002,0.015605160966515541
20,100,12,19,0.0002,0.005938371643424034
20,100,16,19,0.0002,0.008261065930128098
21,100,0,19,0.0002,0.01139201782643795
21,100,4,19,0.0002,0.014407264068722725
21,100,8,19,0.0002,0.006371370982378721
21,100,12,19,0.0002,0.005493006203323603
21,100,16,19,0.0002,0.005189697723835707
22,100,0,19,0.0002,0.010184532031416893
22,100,4,19,0.0002,0.005573754198849201
22,100,8,19,0.0002,0.005233084782958031
22,100,12,19,0.0002,0.008971648290753365
22,100,16,19,0.0002,0.005346206948161125
23,100,0,19,0.0002,0.00461668660864234
23,100,4,19,0.0002,0.010220389813184738
23,100,8,19,0.0002,0.003647153964266181
23,100,12,19,0.0002,0.010884645394980907
23,100,16,19,0.0002,0.004373220726847649
24,100,0,19,0.0002,0.003826206550002098
24,100,4,19,0.0002,0.003326245117932558
24,100,8,19,0.0002,0.003552414011210203
24,100,12,19,0.0002,0.01240755058825016
24,100,16,19,0.0002,0.005757106002420187
25,100,0,19,0.0002,0.0028409624937921762
25,100,4,19,0.0002,0.003390413476154208
25,100,8,19,0.0002,0.0034798786509782076
25,100,12,19,0.0002,0.004065137356519699
25,100,16,19,0.0002,0.0033450184855610132
26,100,0,19,0.0002,0.0037840423174202442
26,100,4,19,0.0002,0.0031335053499788046
26,100,8,19,0.0002,0.0025250790640711784
26,100,12,19,0.0002,0.01795952022075653
26,100,16,19,0.0002,0.002843237016350031
27,100,0,19,0.0002,0.0029323329217731953
27,100,4,19,0.0002,0.009322913363575935
27,100,8,19,0.0002,0.007770341355353594
27,100,12,19,0.0002,0.005313746631145477
27,100,16,19,0.0002,0.0047919536009430885
28,100,0,19,0.0002,0.002461832482367754
28,100,4,19,0.0002,0.002988759893923998
28,100,8,19,0.0002,0.0043962388299405575
28,100,12,19,0.0002,0.002348456997424364
28,100,16,19,0.0002,0.0030823233537375927
29,100,0,19,0.0002,0.005137277767062187
29,100,4,19,0.0002,0.002544665476307273
29,100,8,19,0.0002,0.004317320417612791
29,100,12,19,0.0002,0.002943939296528697
