,accuracy,precision,recall,f1,auc,mcc
0,0.7086206896551724,0.5571428571428572,0.22033898305084745,0.3157894736842105,0.6645497749926399,0.2027226942094486
1,0.7,0.5789473684210527,0.062146892655367235,0.11224489795918367,0.6835176851579258,0.10941526658231872
2,0.7137931034482758,0.6774193548387096,0.11864406779661017,0.20192307692307693,0.7160140752267597,0.19209437578826755
3,0.7172413793103448,0.6756756756756757,0.14124293785310735,0.2336448598130841,0.7304397807404914,0.21003023600602733
4,0.7051724137931035,0.5652173913043478,0.14689265536723164,0.23318385650224216,0.7337763384783615,0.16574696886812004
5,0.7120689655172414,0.5806451612903226,0.2033898305084746,0.301255230125523,0.741360698714444,0.20696573149300876
6,0.7103448275862069,0.5555555555555556,0.2542372881355932,0.3488372093023256,0.7509918548737575,0.2190716395310396
7,0.7258620689655172,0.618421052631579,0.2655367231638418,0.37154150197628455,0.7528213539695224,0.2641615217494218
8,0.7224137931034482,0.6052631578947368,0.2598870056497175,0.36363636363636365,0.7615903323940503,0.2530655134488233
9,0.7172413793103448,0.5802469135802469,0.2655367231638418,0.3643410852713178,0.7577350661002931,0.24067523571024613
10,0.7120689655172414,0.5543478260869565,0.288135593220339,0.379182156133829,0.7545106615636961,0.23495139368458276
11,0.7137931034482758,0.5523809523809524,0.327683615819209,0.4113475177304965,0.7442626627973812,0.252406275972368
12,0.7327586206896551,0.5916666666666667,0.4011299435028249,0.4781144781144781,0.7718803886108425,0.3177726084103209
13,0.746551724137931,0.631578947368421,0.4067796610169492,0.4948453608247423,0.753921857257013,0.35059615425405555
14,0.7482758620689656,0.6083916083916084,0.4915254237288136,0.5437500000000001,0.7816236979714289,0.37668023041832915
15,0.7517241379310344,0.6153846153846154,0.4971751412429379,0.55,0.7774600103741711,0.3853674360186565
16,0.7362068965517241,0.5833333333333334,0.4745762711864407,0.5233644859813085,0.7680952180678808,0.3471546222235319
17,0.7344827586206897,0.5815602836879432,0.4632768361581921,0.5157232704402517,0.7722589056651387,0.3401614642746701
18,0.7327586206896551,0.582089552238806,0.4406779661016949,0.5016077170418006,0.7680811989177216,0.32962765607069977
19,0.743103448275862,0.5897435897435898,0.519774011299435,0.5525525525525525,0.7746281420420293,0.37485138233860654
20,0.7310344827586207,0.5766423357664233,0.4463276836158192,0.5031847133757962,0.7650811007836705,0.32784531049019994
21,0.7413793103448276,0.5985401459854015,0.4632768361581921,0.5222929936305732,0.7745580462912338,0.3542905768317209
22,0.746551724137931,0.6041666666666666,0.4915254237288136,0.5420560747663552,0.7715299098568644,0.37315535580948855
23,0.7327586206896551,0.5625,0.559322033898305,0.5609065155807366,0.7741655100867786,0.3688423963104207
24,0.7413793103448276,0.5789473684210527,0.559322033898305,0.5689655172413793,0.7750206782464848,0.38443148935738924
25,0.7413793103448276,0.5798816568047337,0.5536723163841808,0.5664739884393064,0.7780908721313314,0.3825467800935845
26,0.7448275862068966,0.5838150289017341,0.5706214689265536,0.5771428571428572,0.7771515890706706,0.3945138202851228
27,0.756896551724138,0.6168831168831169,0.536723163841808,0.5740181268882175,0.7746561803423476,0.4070015966178553
28,0.7413793103448276,0.5838509316770186,0.5310734463276836,0.5562130177514792,0.7804601085082223,0.3751442169660744
29,0.7344827586206897,0.5782312925170068,0.480225988700565,0.5246913580246914,0.7703663203936577,0.34550939336500064
30,0.7379310344827587,0.577639751552795,0.5254237288135594,0.5502958579881657,0.769441056483156,0.3667830116538382
31,0.7362068965517241,0.575,0.519774011299435,0.5459940652818992,0.7760440762081003,0.3616683724258965
32,0.753448275862069,0.6118421052631579,0.5254237288135594,0.5653495440729484,0.782464846980976,0.3968803554995834
33,0.7293103448275862,0.5632911392405063,0.5028248587570622,0.5313432835820896,0.7726234035692756,0.3429893753401378
34,0.7413793103448276,0.5828220858895705,0.536723163841808,0.5588235294117647,0.7783151785338772,0.37697432906926515
35,0.7362068965517241,0.5769230769230769,0.5084745762711864,0.5405405405405405,0.7826751342333628,0.3579635617889412
36,0.7396551724137931,0.5764705882352941,0.5536723163841808,0.5648414985590777,0.7816797745720655,0.37937459173883453
37,0.7275862068965517,0.5612903225806452,0.4915254237288136,0.5240963855421686,0.7713476609047959,0.33589239306138985
38,0.7258620689655172,0.5569620253164557,0.4971751412429379,0.5253731343283582,0.7759179038566683,0.33457921901574106
39,0.7344827586206897,0.5771812080536913,0.4858757062146893,0.5276073619631902,0.7763244592112826,0.34731719249262216
40,0.746551724137931,0.5882352941176471,0.5649717514124294,0.5763688760806917,0.7857873855686868,0.3958259759039578
41,0.746551724137931,0.5882352941176471,0.5649717514124294,0.5763688760806917,0.7829975746870224,0.3958259759039578
42,0.7310344827586207,0.5652173913043478,0.5141242937853108,0.5384615384615384,0.7828573831854313,0.35006060102936576
43,0.7362068965517241,0.5714285714285714,0.5423728813559322,0.5565217391304347,0.783768627945774,0.3692279172657332
44,0.7379310344827587,0.5730994152046783,0.5536723163841808,0.5632183908045977,0.7865444196772792,0.37621986398165597
45,0.7327586206896551,0.5597826086956522,0.5819209039548022,0.5706371191135734,0.7810769511152234,0.3768998331570546
46,0.7327586206896551,0.5654761904761905,0.536723163841808,0.5507246376811594,0.7868248026804614,0.36097351578507775
47,0.7310344827586207,0.5614035087719298,0.5423728813559322,0.5517241379310345,0.7831517853387727,0.3597966132301894
48,0.7224137931034482,0.5434782608695652,0.5649717514124294,0.554016620498615,0.7774039337735346,0.35276448391175524
49,0.7224137931034482,0.5487804878048781,0.5084745762711864,0.5278592375366569,0.7783572359843547,0.33216645703997844
50,0.7206896551724138,0.5460122699386503,0.5028248587570622,0.5235294117647058,0.779114270092947,0.32699639980868217
51,0.7344827586206897,0.5649717514124294,0.5649717514124294,0.5649717514124294,0.7821844639777937,0.37390475389381894
52,0.7310344827586207,0.562874251497006,0.5310734463276836,0.5465116279069767,0.7784413508853094,0.355868512179655
53,0.7379310344827587,0.5730994152046783,0.5536723163841808,0.5632183908045977,0.7840490109489562,0.37621986398165597
54,0.7327586206896551,0.5647058823529412,0.5423728813559322,0.5533141210374639,0.7827732682844766,0.3629232075737112
55,0.7224137931034482,0.5465116279069767,0.5310734463276836,0.5386819484240688,0.7817218320225428,0.34029132153296243
56,0.7396551724137931,0.5738636363636364,0.5706214689265536,0.5722379603399433,0.7826470959330446,0.38513054842402233
57,0.7396551724137931,0.5783132530120482,0.5423728813559322,0.5597667638483965,0.7901473412681724,0.3756032575717833
58,0.7448275862068966,0.5878787878787879,0.5480225988700564,0.567251461988304,0.7800114957031304,0.3871171052234744
59,0.7379310344827587,0.5698324022346368,0.576271186440678,0.5730337078651685,0.7827452299841584,0.38400020453058475
60,0.7362068965517241,0.5697674418604651,0.5536723163841808,0.5616045845272206,0.773380437677868,0.37308231114736984
61,0.7362068965517241,0.5666666666666667,0.576271186440678,0.5714285714285714,0.7788759445402419,0.3809405834045035
62,0.7413793103448276,0.5789473684210527,0.559322033898305,0.5689655172413793,0.7840490109489563,0.38443148935738924
63,0.7258620689655172,0.5494505494505495,0.5649717514124294,0.5571030640668525,0.7776702976265578,0.35872991287209033
64,0.7293103448275862,0.5588235294117647,0.536723163841808,0.547550432276657,0.7783151785338773,0.3546975154911496
65,0.7362068965517241,0.5689655172413793,0.559322033898305,0.5641025641025641,0.7839088194473651,0.37502816241380643
66,0.7310344827586207,0.5606936416184971,0.5480225988700564,0.5542857142857143,0.782941498086386,0.3617775971347424
67,0.7275862068965517,0.5542857142857143,0.5480225988700564,0.5511363636363635,0.7847639876070713,0.35561270264334527
68,0.7293103448275862,0.5574712643678161,0.5480225988700564,0.5527065527065527,0.785927577070278,0.35868706601233336
69,0.7448275862068966,0.5819209039548022,0.5819209039548022,0.5819209039548022,0.787245377185235,0.39829807517068316
70,0.7189655172413794,0.5411764705882353,0.519774011299435,0.5302593659942363,0.7810208745145869,0.33002043924346464
71,0.7258620689655172,0.5511363636363636,0.5480225988700564,0.5495750708215298,0.7855911174664592,0.3525542441968191
72,0.7362068965517241,0.5714285714285714,0.5423728813559322,0.5565217391304347,0.7851004472108901,0.3692279172657332
73,0.7310344827586207,0.5621301775147929,0.536723163841808,0.5491329479768786,0.7801516872047216,0.35782693022680256
74,0.7224137931034482,0.5470588235294118,0.5254237288135594,0.5360230547550432,0.7790722126424696,0.33824613132602627
75,0.7293103448275862,0.5581395348837209,0.5423728813559322,0.5501432664756447,0.7783712551345137,0.35668681634016614
76,0.7327586206896551,0.5611111111111111,0.5706214689265536,0.5658263305322129,0.7844555663035706,0.3728473402405983
77,0.7241379310344828,0.5485714285714286,0.5423728813559322,0.5454545454545454,0.7806984340609272,0.3474554802769961
78,0.7293103448275862,0.5595238095238095,0.5310734463276836,0.5449275362318841,0.784960255709299,0.35271911430442227
79,0.7293103448275862,0.5574712643678161,0.5480225988700564,0.5527065527065527,0.7865304005271201,0.35868706601233336
80,0.7327586206896551,0.5611111111111111,0.5706214689265536,0.5658263305322129,0.7839228385975241,0.3728473402405983
81,0.7275862068965517,0.5542857142857143,0.5480225988700564,0.5511363636363635,0.7815956596711108,0.35561270264334527
82,0.7327586206896551,0.5670731707317073,0.5254237288135594,0.5454545454545454,0.7768431677671699,0.35710904444070185
83,0.7172413793103448,0.5371428571428571,0.5310734463276836,0.5340909090909091,0.7801376680545625,0.3311410355442976
84,0.7379310344827587,0.5698324022346368,0.576271186440678,0.5730337078651685,0.785815423869005,0.38400020453058475
85,0.7241379310344828,0.5502958579881657,0.5254237288135594,0.5375722543352602,0.788072507044623,0.3413470303156146
86,0.7103448275862069,0.5263157894736842,0.5084745762711864,0.5172413793103449,0.7703382820933395,0.31052686097578974
87,0.7258620689655172,0.5517241379310345,0.5423728813559322,0.547008547008547,0.7809928362142686,0.3505165178115969
88,0.7206896551724138,0.543859649122807,0.5254237288135594,0.5344827586206897,0.7807825489618818,0.3351617371029896
89,0.7327586206896551,0.5632183908045977,0.5536723163841808,0.5584045584045585,0.7760160379077821,0.3668576142130699
90,0.7224137931034482,0.5454545454545454,0.5423728813559322,0.5439093484419264,0.7773478571728982,0.34441016814001824
91,0.7241379310344828,0.5485714285714286,0.5423728813559322,0.5454545454545454,0.7793806339459702,0.3474554802769961
92,0.7258620689655172,0.5529411764705883,0.5310734463276836,0.5417867435158501,0.7838106853962513,0.3464718234085879
93,0.7275862068965517,0.5519125683060109,0.5706214689265536,0.561111111111111,0.7783291976840364,0.36379687247356757
94,0.7224137931034482,0.5454545454545454,0.5423728813559322,0.5439093484419264,0.778637618987537,0.34441016814001824
95,0.7241379310344828,0.5485714285714286,0.5423728813559322,0.5454545454545454,0.7809507787637914,0.3474554802769961
96,0.7310344827586207,0.5586592178770949,0.5649717514124294,0.5617977528089887,0.7829274789362268,0.36778881910803213
97,0.7362068965517241,0.5697674418604651,0.5536723163841808,0.5616045845272206,0.7808105872622002,0.37308231114736984
98,0.7120689655172414,0.5290697674418605,0.5141242937853108,0.5214899713467049,0.7758197698055543,0.3156980793221569
99,0.7258620689655172,0.5529411764705883,0.5310734463276836,0.5417867435158501,0.7772357039716252,0.3464718234085879
