,accuracy,precision,recall,f1,auc,mcc
0,0.6325478645066274,0.6408045977011494,0.37353433835845895,0.47195767195767185,0.6624999724861715,0.23793056439958424
1,0.6737849779086893,0.650390625,0.5577889447236181,0.6005410279531109,0.707893387216415,0.33035901824707553
2,0.6995581737849779,0.6806883365200764,0.5963149078726968,0.6357142857142857,0.7504759892321881,0.3843910853393371
3,0.6826215022091311,0.6402027027027027,0.6348408710217756,0.6375105130361649,0.7448389560593154,0.3552765452347524
4,0.7135493372606775,0.7055335968379447,0.5979899497487438,0.6473254759746147,0.7700636339824396,0.41287733614187194
5,0.7091310751104566,0.6771929824561403,0.6465661641541038,0.6615252784918594,0.7663415632696993,0.4070961315751756
6,0.7083946980854198,0.6723842195540308,0.6566164154103853,0.664406779661017,0.779821138104011,0.40674794213898346
7,0.7106038291605302,0.6486880466472303,0.7453936348408711,0.6936866718628215,0.7826935817942098,0.42559000143383874
8,0.7150220913107511,0.6710097719869706,0.6901172529313233,0.680429397192403,0.7891868453084521,0.42351385736977476
9,0.7238586156111929,0.7032967032967034,0.6432160804020101,0.6719160104986878,0.8016054869177248,0.43562735755723564
10,0.7002945508100147,0.6345609065155807,0.7504187604690117,0.6876438986953185,0.7849827323212647,0.4087034524550244
11,0.7216494845360825,0.6798029556650246,0.6934673366834171,0.6865671641791045,0.7979098294802967,0.43635049310575935
12,0.711340206185567,0.6496350364963503,0.7453936348408711,0.6942277691107644,0.7971900677280401,0.4268884945299028
13,0.7209131075110456,0.7033582089552238,0.6314907872696818,0.6654898499558692,0.7953785572628803,0.4290862683621695
14,0.7201767304860088,0.6758508914100486,0.6984924623115578,0.6869851729818781,0.8029217484707813,0.43430597446359154
15,0.7209131075110456,0.6692546583850931,0.7219430485762144,0.6946011281224819,0.8049863861576828,0.43939696692596514
16,0.7282768777614138,0.6786833855799373,0.7252931323283082,0.7012145748987855,0.8022107911436288,0.45340126781487244
17,0.7209131075110456,0.7080152671755725,0.6214405360134003,0.6619090098126672,0.7950505924277542,0.42862990301335946
18,0.7201767304860088,0.7255717255717256,0.5845896147403685,0.6474953617810761,0.8069981972939599,0.42666809414096046
19,0.7378497790868925,0.6978653530377669,0.711892797319933,0.7048092868988391,0.8128751510509182,0.4691648128819052
20,0.7334315169366715,0.6968174204355109,0.6968174204355109,0.6968174204355109,0.8093952020285395,0.458972479568231
21,0.740058910162003,0.7019867549668874,0.7102177554438861,0.7060782681099084,0.8132207247362525,0.4731149843570634
22,0.7385861561119293,0.6789940828402367,0.7688442211055276,0.7211311861743912,0.8127408835680813,0.4801576521516132
23,0.7378497790868925,0.7004991680532446,0.7051926298157454,0.7028380634390651,0.8033399586632242,0.46833199396947467
24,0.740058910162003,0.6967741935483871,0.7236180904522613,0.7099424815119146,0.8102756445389454,0.47488283893255256
25,0.7444771723122239,0.6929012345679012,0.7520938023450586,0.721285140562249,0.8158840633302298,0.48751346917264954
26,0.7341678939617083,0.7458333333333333,0.5996649916247906,0.6648096564531104,0.8141077705654862,0.45616490473211435
27,0.748159057437408,0.706645056726094,0.7303182579564489,0.7182866556836902,0.8129896085772709,0.49091975942097493
28,0.7422680412371134,0.7140381282495667,0.6901172529313233,0.7018739352640545,0.8178639584255046,0.4752258742766794
29,0.7363770250368189,0.7115044247787611,0.6733668341708543,0.6919104991394147,0.8085653849624821,0.4623777139053706
