time,epoch,loss,accuracy,precision,recall,auc,mcc_01,mcc_05,mcc_09,mcc_099
00:10:31,0,0.32416445990651843,0.9085938,0.0,0.0,0.5685802,0.053977095,-0.007703301,0.0,0.0
00:20:52,1,0.3002328153848648,0.90896875,0.0,0.0,0.6829075,0.16437161,0.0,0.0,0.0
00:31:20,2,0.27795525462180376,0.90971875,0.0,0.0,0.76203483,0.23596811,0.0,0.0,0.0
00:41:41,3,0.27168484207242727,0.907875,0.6,0.0030498137,0.7920619,0.26765257,0.038005713,0.0,0.0
00:52:03,4,0.2568674976080656,0.9099375,0.45762712,0.0093847755,0.8189544,0.3114038,0.055249963,0.0,0.0
01:02:28,5,0.23567336983978748,0.91565627,0.6092206,0.1915114,0.8606621,0.36016348,0.30936873,0.030684443,0.0
01:12:56,6,0.2274695043042302,0.919,0.6375301,0.27086884,0.87653625,0.3829596,0.38079637,0.06315406,0.0
01:23:21,7,0.219505892239511,0.9219375,0.64316237,0.3113793,0.8894766,0.40530622,0.41230386,0.063587315,0.0
01:33:40,8,0.21482019435614347,0.92315626,0.66409,0.32296652,0.8983898,0.4290657,0.42860433,0.07027853,0.0
01:44:04,9,0.21379231676459312,0.9251875,0.66645163,0.35498282,0.89932686,0.42871082,0.4516061,0.10262587,0.017674908
01:54:22,10,0.20031882003694773,0.92884374,0.6824285,0.40282562,0.91777194,0.46087673,0.49006298,0.1480454,0.017701687
02:04:39,11,0.19801596299931407,0.93109375,0.702718,0.4248545,0.92142665,0.47649533,0.51308995,0.17690954,0.0
02:14:46,12,0.1888233789280057,0.9345,0.72301763,0.4518238,0.9289715,0.4991942,0.5396697,0.24524431,0.052807737
02:25:04,13,0.18850516807287931,0.93759376,0.7426115,0.4765517,0.9287499,0.5014757,0.5643544,0.30015314,0.08651027
02:35:21,14,0.1809080978706479,0.9388437,0.73336595,0.5149433,0.93878424,0.52697605,0.58353466,0.26145762,0.08100662
02:45:36,15,0.18193359998986125,0.94053125,0.74740994,0.5213352,0.93788016,0.5256056,0.5942393,0.30657506,0.084457085
